STA_SEQ,Station_Name,Proximity_Landmark,Municipality_Name,ADB_SegmentID,YLat,XLong,sbas_no
15058,Blackberry River tributary to,downstream lower road crossing,NORTH CANAAN,CT6100-00_02a-INTO,42.0156,-73.3199,6100
15059,Blackberry River tributary to,at mouth,NORTH CANAAN,CT6100-00_02a-INTO,42.0143,-73.3093,6100
15060,Blackberry River tributary to,upstream Lower Road Crossing,NORTH CANAAN,CT6100-00_02a-INTO,42.0131,-73.3124,6100
15061,Blackberry River,at abutment pool just DS of lower road crossing,NORTH CANAAN,CT6100-00_02b,42.0114,-73.3067,6100
15062,Jefferson Hill Brook,upstream confluence with spruce brook,LITCHFIELD,CT6906-01_01,41.7477,-73.1195,6906
15063,Spruce Brook,upstream confluence with Jefferson Hill Brook,LITCHFIELD,CT6906-00_02,41.7481,-73.1194,6906
15064,Specialty Minerals Quarry,in the pit Specialty Minerals Quarry on Lower Road,NORTH CANAAN,INTO_CT****,42.0144,-73.3173,6100
15065,Farm River,at route 142 crossing,EAST HAVEN,CT5112-00_01,41.2791,-72.8672,5112
15066,Patton Brook,at end of Dunham Place not Dunham Street,SOUTHINGTON,CT5200-02_01,41.6462,-72.8601,5200
15067,Farm River,behind North Branford Police Station,NORTH BRANFORD,CT5112-00_03,41.3524,-72.8073,5112
15068,Pattaconk Reservoir,PR-1 at left beach,CHESTER,CT4017-03-1-L3_01,41.4089,-72.526,4017
15069,Pattaconk Reservoir,PR-2 at right beach,CHESTER,CT4017-03-1-L3_01,41.4091,-72.5255,4017
15070,Millers Pond,at left beach,DURHAM,CT4013-00-1-L1_01,41.4759,-72.6344,4013
15071,Millers Pond,at right beach,DURHAM,CT4013-00-1-L1_01,41.4752,-72.6347,4013
15072,Niantic Bay,adjacent Golden Spur,EAST LYME,CT2204-E_02,41.3683,-72.1927,2204
15073,Niantic Bay,adjacent Comfort Point,WATERFORD,CT2204-E_02,41.3637,-72.1896,2204
15074,Niantic Bay,adjacent Turkey Point,EAST LYME,CT2204-E_02,41.3558,-72.19,2204
15075,Niantic Bay,adjacent Sandy Point,EAST LYME,CT2204-E_02,41.3469,-72.1879,2204
15076,Niantic Bay,outlet Keeny Cove,WATERFORD,CT2204-E_02,41.3518,-72.1779,2204
15077,Niantic Bay,outlet Smith Cove,EAST LYME,CT2204-E_02,41.3376,-72.1868,2204
15078,Niantic Bay,near NU trawl location #2 @ buoy 15,EAST LYME,CT2204-E_02,41.3292,-72.183,2204
15079,Norwalk River,upstream Route 107,REDDING,CT7300-00_03b,41.2574,-73.429,7300
15080,Norwalk River,downstream 150 m of WPCF outfall Pipe,REDDING,CT7300-00_03a,41.2557,-73.4297,7300
15081,Norwalk River,upstream Wolfpit Road at Wilton Corporate Office Park,WILTON,CT7300-00_02,41.1831,-73.4199,7300
15082,Heminway Pond,east side of island middle of island,WATERTOWN,CT6912-00_02,41.6065,-73.1133,6912
15083,AGC Corporation,at final effluent for CT0025275-001,MERIDEN,CT5200-00_02-INTO,41.5181,-72.8269,5200
15084,Hop Brook Unknown Pipe to,at end of pipe upstream of Rte 68 and Rte 63 intersection,NAUGATUCK,CT6916-00_01-INTO,41.4995,-73.055,6916
15085,Mashapaug Pond,MP-1: at deepest point,UNION,CT3203-00-1-L1_01,42.0143,-72.132,3203
15086,Mashapaug Pond,at upper end of lake across from dam,UNION,CT3203-00-1-L1_01,42.0215,-72.1293,3203
15087,Muddy River,at end of Old Maple Street (DS of RR bridge),NORTH HAVEN,CT5208-00_02a,41.3668,-72.8543,5208
15088,Yantic River,downstream sherman street,NORWICH,CT3900-00_01,41.5342,-72.0903,3900
15089,Fourmile River,upstream Overbrook Road,EAST LYME,NOSEG,41.3342,-72.2573,2207
15090,Beaver Brook,300 meters US of route 156,LYME,CT4803-00_01,41.4096,-72.3376,4803
15091,Fenton River,behind Uconn Well Field building A,MANSFIELD,CT3207-00_01b,41.8222,-72.2309,3207
15092,Fenton River,upstream Old Turnpike Road,MANSFIELD,CT3207-00_01c,41.8335,-72.2429,3207
15093,Fenton River,upstream Stone Mill Road,MANSFIELD,CT3207-00_01a,41.8108,-72.2208,3207
15094,Wash Brook,US Cottage Grove Road (Route 218),BLOOMFIELD,CT4404-09_01,41.817,-72.7377,4404
15095,Buck Brook,500 meters US of confluence w/reservoir,PORTLAND,CT4011-02,41.619,-72.5614,4011
15096,Reservoir Brook,100 meters DS of reservoir,PORTLAND,CT4011-00_01,41.6142,-72.5703,4011
15097,Carr Brook,DS Rose Hill Rd,PORTLAND,CT4012-00_02,41.5969,-72.5969,4012
15098,Hop River,downstream Hendee Road,ANDOVER,CT3108-00_01,41.7453,-72.3833,3108
15099,Blackledge River,Gay City State Park,HEBRON,CT4707-00_01,41.7225,-72.447,4707
15100,Spruce Swamp Creek,Behind Well station DS of Route 44 at end of indian cave road,SALISBURY,CT6006-00_01,41.981954,-73.416555,6006
15101,Coginchaug River,at Bluff Head Road,GUILFORD,CT4607-00_06,41.4153,-72.6907,4607
15102,Means Brook,DS Sawmill City Rd.,SHELTON,CT6024-00_02,41.3191,-73.1618,6024
15103,Curtiss Brook,Behind school,SHELTON,NOSEG,41.3158,-73.1193,6000
15104,Stratton Brook,250 meters US of Route 309,SIMSBURY,CT4318-03_01,41.8686,-72.8244,4318
15105,Hop Brook,Below old mill pond adj. Waterfall Way,SIMSBURY,CT4318-00_01,41.8701,-72.8106,4318
15106,Eightmile Brook,Behind HS,SOUTHBURY,CT6023-00_01,41.5,-73.1592,6023
15107,Willimantic River,Heron Cove Park,TOLLAND,CT3100-00_03,41.8564,-72.3072,3100
15108,Fenton River,uptream Gurleville Road adjancent to blue trail,MANSFIELD,CT3207-00_01b,41.8164,-72.2253,3207
15109,Mill Brook,at route 159 1/4 mile upstream from Farmington river,WINDSOR,CT4321-00_01,41.8557,-72.6401,4321
15110,Rippowam River,Adjacent to south parking lot at school,STAMFORD,CT7405-00_01,41.0604,-73.5464,7405
15111,Rippowam River,Adjacent to Pine Hill School,STAMFORD,CT7405-00_01,41.0919,-73.5597,7405
15112,Bruce Brook,DS of football fields on school grounds,STRATFORD,UNKNOWN,41.224,-73.143,7102
15113,Bruce Brook,US of football fields on school grounds,STRATFORD,UNKNOWN,41.226,-73.144,7102
15114,Stony Brook,75 meters US RR crossing at confluence w/muddy,SUFFIELD,CT4100-00_02,41.9742,-72.6583,4100
15115,Branch Brook,behind High School in Black Rock State Park,THOMASTON,CT6910-00_01,41.6541,-73.0948,6910
15116,Branford River,In North Farms Park,NORTH BRANFORD,CT5111-00_02,41.3161,-72.7672,5111
15117,Branford River,Behind Vincents,BRANFORD,NOSEG,41.2919,-72.7922,5111
15118,Branford River,Behind HS,NORTH BRANFORD,CT5111-E_03,41.2856,-72.8006,5111
15119,Naugatuck River,upstream Steele Brook Confluence,WATERBURY,CT6900-00_04,41.5685,-73.0564,6900
15120,East Branch Naugatuck River,DS Barbaret Rd,TORRINGTON,CT6905-00_02,41.8698,-73.1372,6905
15121,Pequonnock River,downstream Whitney Ave in Town Park,TRUMBULL,CT7105-00_03,41.2789,-73.2203,7105
15122,Kaatz Pond Brook,Town park 150 yds US Pequonnock,TRUMBULL,NOSEG,41.28,-73.2189,7105
15123,Tankerhoosen River (res.),50 meters DS Walker Reservoir,VERNON,CT4503-00_02,41.8481,-72.4304,4503
15124,Tankerhoosen River,100 meters DS pond in Belding TMA,VERNON,CT4503-00_02,41.8305,-72.4479,4503
15125,Meetinghouse Brook,100 meters US confluence w/Quinipiac River,WALLINGFORD,CT5200-10_01,41.4913,-72.816,5200
15126,Wharton Brook,At foot bridge adjacent to school fields,WALLINGFORD,CT5207-00_01,41.4394,-72.8217,5207
15127,Shepaug River,in Steep Rock park at river road bridge tunnel road or lower church hill,WASHINGTON,CT6700-00_01,41.622,-73.3255,6700
15128,Kirby Brook,300m upstream confluence with Shepaug River,WASHINGTON,NOSEG,41.6173,-73.3227,6700
15129,Farmill River,DS of Mohegan Rd,SHELTON,CT6025-00_04,41.3006,-73.1952,6025
15130,Branch Brook,200 meters DS bridge crossing in FCA,THOMASTON,CT6910-00_02,41.6603,-73.1139,6910
15131,Steele Brook,50 meters DS of Falls Ave.,WATERBURY,CT6912-00_02,41.586,-73.077,6912
15132,Hop Brook,In Hop Brook Flood control area above Shattuck Brook,MIDDLEBURY,NOSEG,41.5214,-73.0778,6916
15133,Mad River,At Brookdale Rd (Plank Road) Crossing,WATERBURY,CT6914-00_03a,41.5411,-73.0089,6914
15134,Mad River,behind Brass Mill Mall,WATERBURY,CT6914-00_01,41.5494,-73.0233,6914
15135,Latimer Brook,250 meters DS Silver Falls,MONTVILLE,CT2202-00_02,41.4123,-72.2188,2202
15136,Hunts Brook,Adjacent to Old Mill Rd.,WATERFORD,CT3006-00_01,41.4009,-72.1194,3006
15137,Jordan Brook,DS Route 1,WATERFORD,UNKNOWN,41.348,-72.146,2201
15138,Bantam River,Downstream Route 63,LITCHFIELD,CT6705-00_04,41.7305,-73.1868,6705
15139,Trout Brook,Under Boulevard at Northfeldt Park,WEST HARTFORD,CT4403-00_03,41.7586,-72.7375,4403
15140,Oyster River,On Bayer Property,WEST HAVEN,NOSEG,41.2567,-72.9919,5000
15141,Goff Brook,DS Route 3,WETHERSFIELD,NOSEG,41.6892,-72.6578,4010
15142,Bass Brook tributary to,adjacent Parking Garage,NEW BRITAIN,NOSEG,41.6912,-72.7643,4401
15143,Willimantic River,Behind School Property at Willington Middle school,WILLINGTON,CT3100-00_03,41.8514,-72.3036,3100
15144,Mad River tributary to,Parallel to school driveway,WINCHESTER,UNKNOWN,41.929,-73.073,4302
15145,Natchaug River,Lauter Park off Gordon Ave.,WINDHAM,CT3200-00_01,41.725,-72.1992,3200
15146,Sawmill Brook,at Puddin Road,WINDHAM,CT3208-00_02,41.723,-72.205,3208
15147,Willimantic River,200 meters Downstream Windham Mills Bridge,WINDHAM,CT3100-00_01,41.7117,-72.2019,3100
15148,Mad River,Town Park DS of Scoville Dam,WOLCOTT,CT6914-00_03b,41.5767,-72.9839,6914
15149,Wepawaug River,US Route 114 crossing,WOODBRIDGE,CT5307-00_05,41.3531,-73.0208,5307
15150,Nonewaug River,Adjacent to Nonewaug High School,WOODBURY,CT6802-00_01,41.5569,-73.1936,6802
15151,Little River,behind #145 Pomfret Street (Medical offices) US of Route 44 crossing,PUTNAM,CT3708-00_01,41.912,-71.9163,3708
15152,Little River,50 m US dam Murphy Park (town swimming area),PUTNAM,CT3708-00_01,41.9208,-71.9228,3708
15153,Coppermine Brook,Behind 57 Vantana Drive,BRISTOL,CT4314-00_01,41.6867,-72.9131,4314
15154,Nergro Hill Brook,upstream Shrub Road,BRISTOL,NOSEG,41.7153,-72.9364,4314
15155,Trout Brook,upstream 500 meters South Quaker Lane (Beechland Park),WEST HARTFORD,CT4403-00_01,41.7364,-72.7308,4403
15156,Mount Hope River,adjacent Church Farm 396 Mansfield Road,ASHFORD,CT3206-00_01,41.840312,-72.166185,3206
15157,Fred Beers Brook,upstream Obtuse Rocks Road Crossing,BROOKFIELD,NOSEG,41.4747,-73.3506,6000
15158,Trout Brook,adjacent Trout Brook Dr.,WEST HARTFORD,CT4403-00_03,41.76,-72.738,4403
15159,Morgan Brook tributary to,behind 56 Eddy Rd.,BARKHAMSTED,NOSEG,41.9007,-73.0032,4305
15160,West Branch Farmington River,adjacent W. River Rd in braid,BARKHAMSTED,CT4300-00_04,41.9172,-72.9908,4300
15161,Hockanum River,behind Adams Mill Restaurant,MANCHESTER,CT4500-00_03,41.7905,-72.5472,4500
15162,Pomperaug River,100 meters US Route 67 in park,SOUTHBURY,CT6800-00_03,41.501,-73.219,6800
15163,Day Brook,behind Center at trail crossing,POMFRET,NOSEG,41.8635,-71.9554,3709
15164,Furnace Brook,at Picnic table pool adjacent to Route 4,CORNWALL,CT6010-00_01,41.823876,-73.357791,6010
15165,Childs Pond Outlet (White House Stream),downstream Warren Turnpyke adacent to Housatonic HS,CANAAN,NOSEG,41.9383,-73.3619,6000
15166,Jim Brook,DS Gracey Rd. crossing,CANTON,CT4312-01_01,41.8475,-72.8831,4312
15167,Roaring Brook,25 meters DS Washburn Rd. crossing,CANTON,CT4312-00_03,41.8278,-72.8797,4312
15168,Roaring Brook,ds Juniper Lane,AVON,CT4312-00_02,41.8039,-72.8824,4312
15169,Roaring Brook,US Farmington Ave/Cottage Street,FARMINGTON,CT4312-00_01,41.7594,-72.8808,4312
15170,West Branch Salmon Brook,Adjacent Salmon Brook Park,GRANBY,CT4319-00_01b,41.9438,-72.7957,4319
15171,East Branch Salmon Brook,Downstream Route 20,GRANBY,CT4320-00_01,41.955,-72.7794,4320
15172,Belden Brook,Adjacent Route 189,GRANBY,CT4320-05_01,42.0013,-72.8352,4320
15173,Dismal Brook,60 meters US Confluence with East Branch Salmon Brook,GRANBY,CT4320-09_01,41.9895,-72.8221,4320
15174,Green Fall River,upstream Puttker Road,NORTH STONINGTON,CT1002-00_02,41.4724,-71.8162,1002
15175,Green Fall River,at Clark Falls Road,NORTH STONINGTON,CT1002-00_01,41.456,-71.8166,1002
15176,Natchaug River,off Mansure Road Behind 238 Willimantic Road (Route 6) Chaplin Kawasaki,CHAPLIN,CT3200-00_02,41.7569,-72.1523,3200
15177,Mill River,upstream Mount Carmel Ave (Sleeping Giant State Park),HAMDEN,CT5302-00_02,41.4211,-72.9022,5302
15178,Honeypot Brook,behind Town Park above blacks road,CHESHIRE,CT5200-07_01,41.5354,-72.8816,5200
15179,Eightmile River,at Deep Hole Picnic Area,EAST HADDAM,CT4800-00_01,41.4671,-72.3372,4800
15180,East Branch Eightmile River,off Walden Road,SALEM,CT4802-00_01,41.4795,-72.2819,4802
15181,Indian River,Behind HS,CLINTON,CT5104-00_01,41.2903,-72.5278,5104
15182,Pequabuck River,at Northwest Drive,PLAINVILLE,CT4315-00_01,41.6929,-72.8551,4315
15183,Pequabuck River Tributary to,at end of Pierce Street,BRISTOL,CT4315-04,41.666,-72.967,4315
15184,Roaring Brook,1/2 mile upstream Route 17,GLASTONBURY,CT4009-00_01,41.6643,-72.5977,4009
15185,Natchaug River,downstream Mansfield Hollow Dam Discharge at natural falls,MANSFIELD,NOSEG,41.7557,-72.1846,3200
15186,Eightmile River,downstream Dayton Brook Confluence,SOUTHINGTON,CT5201-00_02,41.6046,-72.904,5201
15187,Dayton Brook,upstream Mouth,SOUTHINGTON,CT5201-04_01,41.6053,-72.9045,5201
15188,Eightmile River tributary to,upstream Church Hill Road,SOUTHINGTON,UNKNOWN,41.62,-72.909,5201
15189,Ten Mile River,upstream Jarvis Street,CHESHIRE,CT5202-00_02,41.537,-72.924,5202
15190,Judd Brook,at Burrit Street,SOUTHINGTON,NOSEG,41.568,-72.9135,5202
15191,Honeypot Brook,downstream Cedar Lane,CHESHIRE,CT5200-07_01,41.515,-72.891,5200
15192,Honeypot Brook,downstream Creamery Road,CHESHIRE,CT5200-07_01,41.528627,-72.890365,5200
15193,Honeypot Brook,downstream Blacks Road,CHESHIRE,CT5200-07_01,41.5396,-72.8789,5200
15194,Ten mile River,at sewer crossing In Moss Farm Subdivision Off Dundee at Orleton Ct.,CHESHIRE,CT5202-00_01,41.5441,-72.9177,5202
15195,Crow Hollow Brook,at west main street In Hubbard Park,MERIDEN,NOSEG,41.5457,-72.8325,5205
15196,Quinnipiac River,upstream Oak Street,WALLINGFORD,CT5200-00_02,41.4997,-72.8184,5200
15197,Harbor Brook,upstream upper footbridge in Brookside Park,MERIDEN,CT5206-00_03,41.5456,-72.7854,5206
15198,Wharton Brook,upstream footbridge in Doolittle Park,WALLINGFORD,CT5207-00_01,41.4491,-72.8145,5207
15199,Harbor Brook,DS Westfield street at Baldwin Pond Outlet,MERIDEN,CT5206-00_03,41.5486,-72.775,5206
15200,Spruce Glen Brook,US Yale Ave,WALLINGFORD,5200-11_XX,41.4978,-72.8007,5200
15201,Spoonshop Brook,between bee and baldwin streets at carrol park,MERIDEN,CT5206-01_01,41.545673,-72.765549,5206
15202,North Brook,off preston ave at industrial park driveway,MERIDEN,NOSEG,41.5408,-72.7534,5206
15203,Mashamoquet Brook,at mouth,POMFRET,,41.849574,-71.928072,3710
15204,Harbor Brook tributary to,at Frary and Guiel Streets,MERIDEN,NOSEG,41.5549,-72.7848,5206
15205,Tankerhoosen River,DS Bolton Road,VERNON,CT4503-00_02,41.8294,-72.4482,4503
15206,Tankerhoosen River,US Small pond (below dobsonville pond),VERNON,CT4503-00_01,41.8232,-72.4934,4503
15207,Hop River,Downstream South Rd. crossing,COVENTRY,CT3108-00_01,41.7685,-72.406,3108
15208,Natchaug River,US Route 14,WINDHAM,CT3200-00_01,41.7168,-72.1945,3200
15209,Potash Brook,at Mouth,WINDHAM,NOSEG,41.7009,-72.1807,3800
15210,Beaver Brook,US Gager Hill Road/Bass Road,SCOTLAND,CT3802-00_01,41.6841,-72.1092,3802
15211,Merrick Brook,Upstream Plains/Bass Rd.,SCOTLAND,CT3803-00_01,41.68,-72.1048,3803
15212,Padanaram Brook,Behind 56 Padanaram Rd. Plaza,DANBURY,CT6603-00_01,41.418,-73.466,6603
15213,Little River,Across from Wire Hill Rd.,OXFORD,CT6920-00_02,41.4136,-73.0994,6920
15214,Hersig Brook,US school driveway,DURHAM,CT4605-01,41.4778,-72.6686,4605
15215,Thompson Brook,75 meters DS Thompson Rd.,AVON,CT4316-00_01,41.7717,-72.8564,4316
15216,Thompson Brook,Downstream Beaverdam Pond,AVON,CT4316-00_02,41.7744,-72.8389,4316
15217,Porter Brook,US of Naubuc Ave. crossing,GLASTONBURY,UNKNOWN,41.724,-72.626,4006
15218,Porter Brook,Downstream Forbes Street,EAST HARTFORD,NOSEG,41.7356,-72.6053,4006
15219,Namerick Brook,Behind the high school,EAST WINDSOR,UNKNOWN,41.901,-72.615,4000
15220,Broad Brook,Behind town athletic fields,ELLINGTON,CT4206-00_02,41.9164,-72.4883,4206
15221,Scantic River,downstream 100 meters South Maple Street,ENFIELD,CT4200-00_02,41.982,-72.5407,4200
15222,Freshwater Brook tributary to,At school,ENFIELD,UNKNOWN,42.0017,-72.5363,4003
15223,Leadmine Brook,at Mouth,THOMASTON,CT6908-00_01,41.7019,-73.0577,6908
15224,Long Meadow Pond Brook,upstream Route 63,NAUGATUCK,CT6917-00_01,41.4861,-73.0579,6917
15225,Fulling Mill Brook,upstream Rte 68 @ 360 Prospect Rd,NAUGATUCK,NOSEG,41.5022,-73.0387,6915
15226,Bladens River (Bladdens River),Across Seymour Emergency MGT Building,SEYMOUR,CT6919-00_02,41.3983,-73.0555,6919
15227,Fountain Lake Brook,upstream Ames shopping plaza,SEYMOUR,UNKNOWN,41.3601,-73.0951,6900
15228,Kinneytown Brook,upstream Route 8 and Derby Ave,SEYMOUR,NOSEG,41.3624,-73.093,6900
15229,Bladens River (Bladdens River),upstream Legion Pool,SEYMOUR,CT6919-00_02,41.3993,-73.0514,6919
15230,Hockanum River,at Intake for Anacoil,VERNON,CT4500-00_07,41.8676,-72.4441,4500
15231,Anocoil,at end of pipe,VERNON,INTO_CT****,41.8674,-72.4454,4500
15232,Bradley Brook,at lower end of fish hatchery property,BURLINGTON,UNKNOWN,41.7756,-72.9404,4311
15233,Greenwich Creek tributary to,Near High School,GREENWICH,NOSEG,41.0414,-73.6147,7408
15234,Quinebaug River,Behind HS,GRISWOLD,CT3700-00_01,41.593,-71.985,3700
15235,Fort Hill Brook,Behind School,GROTON,CT2000-22_01,41.3428,-72.0192,2000
15236,Eccelston Brook,at Route 215 Crossing,GROTON,NOSEG,41.3367,-72.0028,2000
15237,Birch Plain Brook,DS of Poquonnock Road,GROTON,NOSEG,41.3428,-72.0628,2000
15238,West River,US Flat Meadow Rd,GUILFORD,CT5110-00_02,41.3014,-72.69,5110
15239,East Branch Byram River,upstream John Street (Audubon property),GREENWICH,CT7410-00_02,41.0995,-73.6832,7410
15240,Hubbard Brook,upstream Route 20 on MDC property,HARTLAND,CT4307-00_01,42.0356,-72.9384,4307
15241,Roaring Brook,1000 meters US of Route 17 crossing,GLASTONBURY,CT4009-00_01,41.665,-72.6017,4009
15242,North Branch Park River,upstream University of Hartford Footbridge,HARTFORD,CT4404-00_02,41.7986,-72.7167,4404
15243,Jeremy River,150 meters DS of Holbrook Pond,HEBRON,CT4705-00_02,41.6703,-72.3725,4705
15244,Cobble Brook,500 m ds of rte 341,KENT,CT6013-00_01,41.7217,-73.4572,6013
15245,Cobble Brook,500 m us of rte 7,KENT,CT6013-00_01,41.7342,-73.4531,6013
15246,Furnace Brook,75 meters US Route 4 crossing,CORNWALL,CT6010-00_01,41.8183,-73.3661,6010
15247,Still River,Near exit 8 off I-84,DANBURY,CT6600-00_02,41.415,-73.414,6600
15248,Mashamoquet Brook,500 meters DS Route 44 in State Park,POMFRET,CT3710-00_02,41.8579,-71.9812,3710
15249,Mashamoquet Brook,50 meters DS of small dam in state park,POMFRET,CT3710-00_02,41.8592,-71.9828,3710
15250,Mattabesset River,downstream Worthington Ridge Adj EIS brake,BERLIN,CT4600-00_03,41.6383,-72.7333,4600
15251,Pease Brook,Approx 1 mile east of HS on rt 207,LEBANON,CT3905-00_01,41.6328,-72.2194,3905
15252,Joe Clark Brook,DS Route 117,LEDYARD,CT3003-05_01,41.4719,-72.0275,3003
15253,West Branch Bantam River,behind school,LITCHFIELD,UNKNOWN,41.758,-73.1861,6703
15254,West Branch Bantam River,Upstream Town Hill Rd (At Bentley Rd),GOSHEN,CT6703-00_01,41.8124,-73.2342,6703
15255,Bantam River,DS of Treatment plant,LITCHFIELD,CT6705-00_02,41.7131,-73.245,6705
15256,Bantam River,Upstream Trumbull Rd (US of treatment Plant),LITCHFIELD,CT6705-00_02,41.7235,-73.2441,6705
15257,Hockanum River,Behind HS,MANCHESTER,CT4500-00_03,41.7861,-72.5597,4500
15258,Railroad Brook,at footbridge In Valley Falls St. Park Northern end of Freja Park,VERNON,CT4503-04,41.8242,-72.4454,4503
15259,Whitford Brook,at Route 184,STONINGTON,CT2104-00_01,41.395,-71.9603,2104
15260,Pequabuck River,behind 97 East Main Street,PLAINVILLE,CT4315-00_02,41.6731,-72.8676,4315
15261,Hersig Brook,DS Guire Rd crossing,DURHAM,CT4605-01,41.478,-72.6679,4605
15262,Hersig Brook,US Allyn Bk park rd,DURHAM,CT4605-01,41.4762,-72.6769,4605
15263,Coginchaug River,below Wadsworth Falls Waterfall in state park,MIDDLEFIELD,CT4607-00_04,41.5253,-72.6966,4607
15264,Laurel Brook,End of Randolph Rd,MIDDLETOWN,CT4607-13_01,41.5339,-72.6781,4607
15265,Natchaug River,at Route 198 Bridge,CHAPLIN,CT3200-00_02,41.7783,-72.1316,3200
15266,Wepawaug River,Eisenhower Park,MILFORD,CT5307-00_02,41.2506,-73.0581,5307
15267,Hurds Brook,Behind School,MONROE,NOSEG,41.3464,-73.1928,6024
15268,Fox Brook,Conservation area near school,MONTVILLE,NOSEG,41.4597,-72.1683,3004
15269,LONG MEADOW POND BROOK,Adjacent to school parking lot (Upstream of armory bridge parallel to Rubber Ave),NAUGATUCK,NOSEG,41.4925,-73.0756,6917
15270,Willow Brook,Behind school,NEW BRITAIN,CT4602-00_01,41.6492,-72.78,4602
15271,Mill River,100 meters US Whitney Ave.,HAMDEN,CT5302-00_02,41.3783,-72.9031,5302
15272,West River,500 meters US Blake St,NEW HAVEN,CT5305-00_01,41.329,-72.959,5305
15273,Mill River,50 meters DS of Whitney Reservoirs,HAMDEN,CT5302-00_01,41.3358,-72.91,5302
15274,Sargent River,At Sperry Rd,WOODBRIDGE,CT5303-00_01,41.384,-72.988,5303
15275,Mill Brook,In town park below falls,NEWINGTON,NOSEG,41.6944,-72.7309,4402
15276,Hunts Brook,US Old Mill Rd,WATERFORD,CT3006-00_01,41.4001,-72.1153,3006
15277,East Aspetuck River,Off Paper Mill Rd,NEW MILFORD,CT6502-00_02,41.613,-73.409,6502
15278,East Aspetuck River,Pratt Center,NEW MILFORD,CT6500-00_02,41.623,-73.4,6502
15279,East Aspetuck River,100 meters DS of Upland Rd.,NEW MILFORD,CT6502-00_02,41.6394,-73.3894,6502
15280,Pootatuck River,adjacent Tom's Brook Confluence (DS STP outfall),NEWTOWN,CT6020-00_01,41.4149,-73.2827,6020
15281,Cooper Pond Brook,at mouth,RIDGEFIELD,CT7300-07_01,41.2674,-73.4416,7300
15282,Ridgefield Brook (Great Swamp),special investigation 1,RIDGEFIELD,CT7300-02_02,41.2856,-73.4825,7300
15283,Ridgefield Brook (Great Swamp),special investigation 1,RIDGEFIELD,CT7300-02_02-INTO,41.2799,-73.4832,7300
15284,Mill River,downstream Sport Hill Rd (Rte 59) adjacent to Congress Street,FAIRFIELD,CT7108-00_02a,41.2218,-73.2558,7108
15285,Mill River,at Sturges Road,FAIRFIELD,CT7108-00_01,41.1504,-73.2726,7108
15286,Middle Pond,at deepest point,"SOUTHWICK, MA",UNKNOWN,42.028,-72.757,4001
15287,North Pond,at deepest point,"SOUTHWICK, MA",UNKNOWN,42.045,-72.752,4001
15288,Norwalk River,at North Main St DS gilbert bennet pond factory pond,REDDING,CT7300-00_03b,41.2585,-73.4288,7300
15289,Great Pond Outfall,at Great Pond Outfall in Martin Park,RIDGEFIELD,NOSEG,41.314,-73.4694,7300
15290,Norwalk River tributary to,at Tally Ho Rd off Haviland Rd,RIDGEFIELD,NOSEG,41.3102,-73.4764,7300
15291,Ridgefield Brook,at Limestone Road Bridge,RIDGEFIELD,CT7300-02_01,41.3168,-73.49,7300
15292,Ridgefield Brook,at Rte 35 Fox Hill Condos,RIDGEFIELD,CT7300-02_02,41.2978,-73.4923,7300
15293,Ridgefield Brook,at Farmingville Rd at Great Swamp Outlet,RIDGEFIELD,CT7300-02_02,41.2945,-73.4885,7300
15294,Norwalk River,downstream Rte 33 behind portofino resteraunt,WILTON,CT7300-00_02,41.1954,-73.4321,7300
15295,Comstock Brook,at Lover's Lane next to the Wilton Playhouse,WILTON,NOSEG,41.1959,-73.4377,7301
15296,Sasco Brook tributary to,at Merwins Lane,FAIRFIELD,CT7109-02_01,41.1817,-73.3139,7109
15297,Sasco Brook,at Route 1 above dam,FAIRFIELD,CT7109-00_01,41.1387,-73.298,7109
15298,South Pond,at deepest point,"SOUTHWICK, MA",UNKNOWN,42.014,-72.765,4001
15299,North Running Brook,upstream farm run off/drainage swale child hill farm,WOODSTOCK,CT3708-10_02,41.9645,-71.9666,3708
15300,Drainage Swale to North Running Brook,at confluence with North Running Brook,WOODSTOCK,INTO_CT****,41.9644,-71.9664,3708
15301,Eagleville Brook,Upstream side #43 Hunting Lodge Road (private driveway),MANSFIELD,CT3100-19_02,41.8067,-72.2646,3100
15302,Eagleville Brook,upstream Separatist Road,MANSFIELD,CT3100-19_02,41.804,-72.266,3100
15303,Eagleville Brook,Upstream Hillyndale Road,MANSFIELD,CT3100-19_02,41.7991,-72.2738,3100
15304,Eagleville Brook,Upstream NNT to Eagleville Brook Adj. To N. Eagleville Road,MANSFIELD,CT3100-19_02,41.7938,-72.2752,3100
15305,Kings Brook,at Mouth,MANSFIELD,NOSEG,41.7936,-72.2752,3100
15306,Eagleville Brook,Downstream NNT to Eagleville Brook Adj. To N. Eagleville Road,MANSFIELD,CT3100-19_01,41.7932,-72.2756,3100
15307,Ruby Lake Outlet,downstream Ruby Road,WILLINGTON,CT3104-00-2-L8_outle,41.9157,-72.261,3104
15308,Blackberry River,1st riffle DS Tractor Ford at quarry discharge,NORTH CANAAN,CT6100-00_02a,42.0171,-73.3178,6100
15309,Blackberry River,1st riffle US Tractor Ford at quarry discharge,NORTH CANAAN,CT6100-00_02a,42.0156,-73.3147,6100
15310,TRW,at groundwater remediation discharge US woodford rd,PLAINVILLE,INTO_CT5200-00_06,41.6714,-72.8514,5200
